WORD,POS,INFO,SOURCE_FILE
.,.,3,wsj_0059.dp
In,IN,10,wsj_0059.dp
early,RB,3,wsj_0059.dp
trading,NN,1,wsj_0059.dp
in,IN,10,wsj_0059.dp
Hong,NNP,6,wsj_0059.dp
Kong,NNP,4,wsj_0059.dp
Thursday,NNP,10,wsj_0059.dp
",",",",10,wsj_0059.dp
gold,NN,10,wsj_0059.dp
was,VBD,0,wsj_0059.dp
quoted,VBN,10,wsj_0059.dp
at,IN,11,wsj_0059.dp
$,$,14,wsj_0059.dp
374.19,CD,16,wsj_0059.dp
an,DT,16,wsj_0059.dp
ounce,NN,12,wsj_0059.dp
.,.,10,wsj_0059.dp
``,``,6,wsj_0060.dp
The,DT,4,wsj_0060.dp
Cosby,NNP,4,wsj_0060.dp
Show,NNP,6,wsj_0060.dp
'','',6,wsj_0060.dp
may,MD,25,wsj_0060.dp
have,VB,6,wsj_0060.dp
single-handedly,RB,7,wsj_0060.dp
turned,VBN,7,wsj_0060.dp
around,RP,9,wsj_0060.dp
ratings,NNS,9,wsj_0060.dp
at,IN,11,wsj_0060.dp
NBC,NNP,12,wsj_0060.dp
since,IN,9,wsj_0060.dp
its,PRP$,16,wsj_0060.dp
debut,NN,14,wsj_0060.dp
in,IN,16,wsj_0060.dp
1984,CD,17,wsj_0060.dp
",",",",25,wsj_0060.dp
and,CC,25,wsj_0060.dp
the,DT,23,wsj_0060.dp
Huxtable,NNP,23,wsj_0060.dp
family,NN,25,wsj_0060.dp
still,RB,25,wsj_0060.dp
keeps,VBZ,0,wsj_0060.dp
millions,NNS,29,wsj_0060.dp
of,IN,26,wsj_0060.dp
viewers,NNS,27,wsj_0060.dp
laughing,VBG,25,wsj_0060.dp
Thursday,NNP,31,wsj_0060.dp
night,NN,29,wsj_0060.dp
on,IN,29,wsj_0060.dp
the,DT,34,wsj_0060.dp
network,NN,32,wsj_0060.dp
.,.,25,wsj_0060.dp
But,CC,19,wsj_0060.dp
some,DT,19,wsj_0060.dp
of,IN,2,wsj_0060.dp
the,DT,6,wsj_0060.dp
TV,NN,6,wsj_0060.dp
stations,NNS,3,wsj_0060.dp
that,WDT,6,wsj_0060.dp
bought,VBD,7,wsj_0060.dp
``,``,12,wsj_0060.dp
Cosby,NNP,12,wsj_0060.dp
'','',12,wsj_0060.dp
reruns,NNS,8,wsj_0060.dp
for,IN,8,wsj_0060.dp
record,NN,15,wsj_0060.dp
prices,NNS,13,wsj_0060.dp
two,CD,17,wsj_0060.dp
years,NNS,18,wsj_0060.dp
ago,RB,8,wsj_0060.dp
are,VBP,0,wsj_0060.dp
n't,RB,19,wsj_0060.dp
laughing,VBG,19,wsj_0060.dp
much,RB,21,wsj_0060.dp
these,DT,24,wsj_0060.dp
days,NNS,21,wsj_0060.dp
.,.,19,wsj_0060.dp
The,DT,2,wsj_0060.dp
reruns,NNS,3,wsj_0060.dp
have,VBP,0,wsj_0060.dp
helped,VBN,3,wsj_0060.dp
ratings,NNS,4,wsj_0060.dp
at,IN,5,wsj_0060.dp
many,JJ,6,wsj_0060.dp
of,IN,7,wsj_0060.dp
the,DT,16,wsj_0060.dp
187,CD,16,wsj_0060.dp
network,NN,12,wsj_0060.dp
affiliates,NNS,16,wsj_0060.dp
and,CC,16,wsj_0060.dp
independent,JJ,16,wsj_0060.dp
TV,NN,16,wsj_0060.dp
stations,NNS,8,wsj_0060.dp
that,WDT,16,wsj_0060.dp
air,VBP,17,wsj_0060.dp
the,DT,20,wsj_0060.dp
shows,NNS,18,wsj_0060.dp
.,.,3,wsj_0060.dp
But,CC,12,wsj_0060.dp
the,DT,3,wsj_0060.dp
ratings,NNS,4,wsj_0060.dp
are,VBP,12,wsj_0060.dp
considerably,RB,6,wsj_0060.dp
below,IN,4,wsj_0060.dp
expectations,NNS,6,wsj_0060.dp
",",",",12,wsj_0060.dp
and,CC,12,wsj_0060.dp
some,DT,11,wsj_0060.dp
stations,NNS,12,wsj_0060.dp
say,VBP,0,wsj_0060.dp
they,PRP,14,wsj_0060.dp
may,MD,12,wsj_0060.dp
not,RB,14,wsj_0060.dp
buy,VB,14,wsj_0060.dp
new,JJ,18,wsj_0060.dp
episodes,NNS,16,wsj_0060.dp
when,WRB,16,wsj_0060.dp
their,PRP$,22,wsj_0060.dp
current,JJ,22,wsj_0060.dp
contracts,NNS,23,wsj_0060.dp
expire,VBP,19,wsj_0060.dp
.,.,12,wsj_0060.dp
Meanwhile,RB,4,wsj_0060.dp
",",",",4,wsj_0060.dp
stations,NNS,4,wsj_0060.dp
are,VBP,0,wsj_0060.dp
fuming,VBG,4,wsj_0060.dp
because,RB,21,wsj_0060.dp
",",",",11,wsj_0060.dp
many,JJ,11,wsj_0060.dp
of,IN,8,wsj_0060.dp
them,PRP,9,wsj_0060.dp
say,VBP,21,wsj_0060.dp
",",",",11,wsj_0060.dp
the,DT,15,wsj_0060.dp
show,NN,15,wsj_0060.dp
's,POS,16,wsj_0060.dp
distributor,NN,19,wsj_0060.dp
",",",",19,wsj_0060.dp
Viacom,NNP,19,wsj_0060.dp
Inc.,NNP,21,wsj_0060.dp
",",",",19,wsj_0060.dp
is,VBZ,5,wsj_0060.dp
giving,VBG,21,wsj_0060.dp
an,DT,24,wsj_0060.dp
ultimatum,NN,22,wsj_0060.dp
:,:,24,wsj_0060.dp
Either,CC,27,wsj_0060.dp
sign,VB,24,wsj_0060.dp
new,JJ,30,wsj_0060.dp
long-term,JJ,30,wsj_0060.dp
commitments,NNS,27,wsj_0060.dp
to,TO,32,wsj_0060.dp
buy,VB,30,wsj_0060.dp
future,JJ,34,wsj_0060.dp
episodes,NNS,32,wsj_0060.dp
or,CC,27,wsj_0060.dp
risk,VB,27,wsj_0060.dp
losing,VBG,36,wsj_0060.dp
``,``,37,wsj_0060.dp
Cosby,NNP,37,wsj_0060.dp
'','',37,wsj_0060.dp
to,TO,37,wsj_0060.dp
a,DT,43,wsj_0060.dp
competitor,NN,41,wsj_0060.dp
.,.,4,wsj_0060.dp
At,IN,7,wsj_0060.dp
the,DT,4,wsj_0060.dp
same,JJ,4,wsj_0060.dp
time,NN,1,wsj_0060.dp
",",",",7,wsj_0060.dp
Viacom,NNP,7,wsj_0060.dp
is,VBZ,0,wsj_0060.dp
trying,VBG,7,wsj_0060.dp
to,TO,10,wsj_0060.dp
persuade,VB,8,wsj_0060.dp
stations,NNS,10,wsj_0060.dp
to,TO,13,wsj_0060.dp
make,VB,10,wsj_0060.dp
commitments,NNS,13,wsj_0060.dp
to,TO,14,wsj_0060.dp
``,``,23,wsj_0060.dp
A,DT,19,wsj_0060.dp
Different,NNP,19,wsj_0060.dp
World,NNP,23,wsj_0060.dp
",",",",23,wsj_0060.dp
'','',23,wsj_0060.dp
a,DT,23,wsj_0060.dp
spin-off,NN,15,wsj_0060.dp
of,IN,23,wsj_0060.dp
``,``,24,wsj_0060.dp
Cosby,NNP,24,wsj_0060.dp
'','',24,wsj_0060.dp
whose,WP$,23,wsj_0060.dp
reruns,NNS,28,wsj_0060.dp
will,MD,28,wsj_0060.dp
become,VB,30,wsj_0060.dp
available,JJ,31,wsj_0060.dp
in,IN,31,wsj_0060.dp
1991,CD,33,wsj_0060.dp
.,.,7,wsj_0060.dp
Viacom,NNP,2,wsj_0060.dp
denies,VBZ,0,wsj_0060.dp
it,PRP,4,wsj_0060.dp
's,VBZ,2,wsj_0060.dp
using,VBG,4,wsj_0060.dp
pressure,NN,7,wsj_0060.dp
tactics,NNS,5,wsj_0060.dp
.,.,2,wsj_0060.dp
``,``,9,wsj_0060.dp
We,PRP,3,wsj_0060.dp
're,VBP,9,wsj_0060.dp
willing,JJ,3,wsj_0060.dp
to,TO,6,wsj_0060.dp
negotiate,VB,4,wsj_0060.dp
",",",",9,wsj_0060.dp
'','',9,wsj_0060.dp
says,VBZ,0,wsj_0060.dp
Dennis,NNP,11,wsj_0060.dp
Gillespie,NNP,15,wsj_0060.dp
",",",",15,wsj_0060.dp
executive,JJ,15,wsj_0060.dp
vice,NN,15,wsj_0060.dp
president,NN,9,wsj_0060.dp
of,IN,15,wsj_0060.dp
marketing,VBG,16,wsj_0060.dp
.,.,9,wsj_0060.dp
``,``,3,wsj_0060.dp
We,PRP,3,wsj_0060.dp
're,VBP,0,wsj_0060.dp
offering,VBG,3,wsj_0060.dp
this,DT,6,wsj_0060.dp
plan,NN,4,wsj_0060.dp
now,RB,4,wsj_0060.dp
because,IN,4,wsj_0060.dp
we,PRP,10,wsj_0060.dp
feel,VBP,8,wsj_0060.dp
it,PRP,12,wsj_0060.dp
's,VBZ,10,wsj_0060.dp
the,DT,15,wsj_0060.dp
right,JJ,15,wsj_0060.dp
time,NN,12,wsj_0060.dp
.,.,3,wsj_0060.dp
'','',3,wsj_0060.dp
But,CC,17,wsj_0060.dp
",",",",3,wsj_0060.dp
says,VBZ,17,wsj_0060.dp
the,DT,6,wsj_0060.dp
general,JJ,6,wsj_0060.dp
manager,NN,3,wsj_0060.dp
of,IN,6,wsj_0060.dp
a,DT,10,wsj_0060.dp
network,NN,10,wsj_0060.dp
affiliate,NN,7,wsj_0060.dp
in,IN,10,wsj_0060.dp
the,DT,13,wsj_0060.dp
Midwest,NN,11,wsj_0060.dp
",",",",3,wsj_0060.dp
``,``,17,wsj_0060.dp
I,PRP,17,wsj_0060.dp
think,VBP,0,wsj_0060.dp
if,IN,28,wsj_0060.dp
I,PRP,20,wsj_0060.dp
tell,VBP,18,wsj_0060.dp
them,PRP,20,wsj_0060.dp
I,PRP,23,wsj_0060.dp
need,VBP,20,wsj_0060.dp
more,JJR,25,wsj_0060.dp
time,NN,23,wsj_0060.dp
",",",",28,wsj_0060.dp
they,PRP,28,wsj_0060.dp
'll,MD,17,wsj_0060.dp
take,VB,28,wsj_0060.dp
`,``,29,wsj_0060.dp
Cosby,NNP,29,wsj_0060.dp
','',29,wsj_0060.dp
across,IN,29,wsj_0060.dp
the,DT,35,wsj_0060.dp
street,NN,33,wsj_0060.dp
",",",",17,wsj_0060.dp
'','',17,wsj_0060.dp
Viacom,NNP,2,wsj_0060.dp
's,POS,3,wsj_0060.dp
move,NN,4,wsj_0060.dp
comes,VBZ,0,wsj_0060.dp
as,IN,4,wsj_0060.dp
the,DT,8,wsj_0060.dp
syndication,NN,8,wsj_0060.dp
market,NN,9,wsj_0060.dp
is,VBZ,5,wsj_0060.dp
being,VBG,9,wsj_0060.dp
flooded,VBN,10,wsj_0060.dp
with,IN,11,wsj_0060.dp
situation,NN,14,wsj_0060.dp
comedies,NNS,12,wsj_0060.dp
that,WDT,14,wsj_0060.dp
are,VBP,15,wsj_0060.dp
still,RB,16,wsj_0060.dp
running,VBG,16,wsj_0060.dp
on,IN,18,wsj_0060.dp
the,DT,21,wsj_0060.dp
networks,NNS,19,wsj_0060.dp
.,.,4,wsj_0060.dp
One,CD,3,wsj_0060.dp
station,NN,3,wsj_0060.dp
manager,NN,4,wsj_0060.dp
says,VBZ,0,wsj_0060.dp
he,PRP,6,wsj_0060.dp
believes,VBZ,4,wsj_0060.dp
Viacom,NNP,8,wsj_0060.dp
's,POS,9,wsj_0060.dp
move,NN,10,wsj_0060.dp
is,VBZ,6,wsj_0060.dp
a,DT,14,wsj_0060.dp
``,``,14,wsj_0060.dp
pre-emptive,JJ,14,wsj_0060.dp
strike,NN,10,wsj_0060.dp
'','',14,wsj_0060.dp
because,IN,6,wsj_0060.dp
the,DT,18,wsj_0060.dp
company,NN,19,wsj_0060.dp
is,VBZ,16,wsj_0060.dp
worried,VBN,19,wsj_0060.dp
that,IN,20,wsj_0060.dp
``,``,25,wsj_0060.dp
Cosby,NNP,25,wsj_0060.dp
'','',25,wsj_0060.dp
ratings,NNS,26,wsj_0060.dp
will,MD,21,wsj_0060.dp
continue,VB,26,wsj_0060.dp
to,TO,29,wsj_0060.dp
drop,VB,27,wsj_0060.dp
in,IN,29,wsj_0060.dp
syndication,NN,30,wsj_0060.dp
over,IN,29,wsj_0060.dp
the,DT,36,wsj_0060.dp
next,JJ,36,wsj_0060.dp
few,JJ,36,wsj_0060.dp
years,NNS,32,wsj_0060.dp
.,.,4,wsj_0060.dp
``,``,4,wsj_0060.dp
Cosby,NNP,4,wsj_0060.dp
'','',4,wsj_0060.dp
is,VBZ,0,wsj_0060.dp
down,RB,4,wsj_0060.dp
a,DT,9,wsj_0060.dp
full,JJ,9,wsj_0060.dp
ratings,NNS,9,wsj_0060.dp
point,NN,5,wsj_0060.dp
in,IN,4,wsj_0060.dp
the,DT,12,wsj_0060.dp
week,NN,10,wsj_0060.dp
of,IN,12,wsj_0060.dp
Oct.,NNP,13,wsj_0060.dp
2-8,CD,14,wsj_0060.dp
over,IN,4,wsj_0060.dp
the,DT,19,wsj_0060.dp
same,JJ,19,wsj_0060.dp
week,NN,16,wsj_0060.dp
a,DT,21,wsj_0060.dp
year,NN,22,wsj_0060.dp
ago,RB,19,wsj_0060.dp
",",",",4,wsj_0060.dp
according,VBG,4,wsj_0060.dp
to,TO,24,wsj_0060.dp
A.C.,NNP,28,wsj_0060.dp
Nielsen,NNP,28,wsj_0060.dp
Co,NNP,25,wsj_0060.dp
.,.,4,wsj_0060.dp
Mr.,NNP,2,wsj_0060.dp
Gillespie,NNP,5,wsj_0060.dp
at,IN,2,wsj_0060.dp
Viacom,NNP,3,wsj_0060.dp
says,VBZ,0,wsj_0060.dp
the,DT,7,wsj_0060.dp
ratings,NNS,8,wsj_0060.dp
are,VBP,5,wsj_0060.dp
rising,VBG,8,wsj_0060.dp
.,.,5,wsj_0060.dp
And,CC,29,wsj_0060.dp
executives,NNS,29,wsj_0060.dp
at,IN,2,wsj_0060.dp
stations,NNS,3,wsj_0060.dp
in,IN,4,wsj_0060.dp
such,JJ,8,wsj_0060.dp
major,JJ,8,wsj_0060.dp
markets,NNS,5,wsj_0060.dp
as,IN,8,wsj_0060.dp
Washington,NNP,27,wsj_0060.dp
;,:,27,wsj_0060.dp
Providence,NNP,14,wsj_0060.dp
",",",",14,wsj_0060.dp
R.I.,NNP,27,wsj_0060.dp
;,:,27,wsj_0060.dp
Cleveland,NNP,27,wsj_0060.dp
;,:,27,wsj_0060.dp
Raleigh,NNP,20,wsj_0060.dp
",",",",20,wsj_0060.dp
N.C.,NNP,27,wsj_0060.dp
;,:,27,wsj_0060.dp
Minneapolis,NNP,27,wsj_0060.dp
",",",",27,wsj_0060.dp
and,CC,27,wsj_0060.dp
Louisville,NNP,27,wsj_0060.dp
",",",",27,wsj_0060.dp
Ky.,NNP,9,wsj_0060.dp
",",",",27,wsj_0060.dp
say,VBP,0,wsj_0060.dp
they,PRP,31,wsj_0060.dp
may,MD,29,wsj_0060.dp
very,RB,31,wsj_0060.dp
well,RB,32,wsj_0060.dp
not,RB,31,wsj_0060.dp
renew,VB,31,wsj_0060.dp
``,``,35,wsj_0060.dp
Cosby,NNP,35,wsj_0060.dp
.,.,29,wsj_0060.dp
'','',29,wsj_0060.dp
Dick,NNP,2,wsj_0060.dp
Lobo,NNP,6,wsj_0060.dp
",",",",6,wsj_0060.dp
the,DT,6,wsj_0060.dp
general,JJ,6,wsj_0060.dp
manager,NN,19,wsj_0060.dp
of,IN,6,wsj_0060.dp
WTVJ,NNP,12,wsj_0060.dp
",",",",12,wsj_0060.dp
the,DT,12,wsj_0060.dp
NBC-owned,JJ,12,wsj_0060.dp
station,NN,7,wsj_0060.dp
in,IN,12,wsj_0060.dp
Miami,NNP,13,wsj_0060.dp
",",",",16,wsj_0060.dp
for,IN,19,wsj_0060.dp
example,NN,16,wsj_0060.dp
",",",",16,wsj_0060.dp
says,VBZ,0,wsj_0060.dp
the,DT,21,wsj_0060.dp
show,NN,22,wsj_0060.dp
has,VBZ,19,wsj_0060.dp
``,``,22,wsj_0060.dp
been,VBN,22,wsj_0060.dp
a,DT,27,wsj_0060.dp
major,JJ,27,wsj_0060.dp
disappointment,NN,24,wsj_0060.dp
to,TO,27,wsj_0060.dp
us,PRP,28,wsj_0060.dp
.,.,19,wsj_0060.dp
'','',19,wsj_0060.dp
``,``,10,wsj_0060.dp
At,IN,10,wsj_0060.dp
the,DT,4,wsj_0060.dp
prices,NNS,2,wsj_0060.dp
we,PRP,6,wsj_0060.dp
were,VBD,4,wsj_0060.dp
charged,VBN,6,wsj_0060.dp
",",",",10,wsj_0060.dp
there,EX,10,wsj_0060.dp
should,MD,0,wsj_0060.dp
have,VB,10,wsj_0060.dp
been,VBN,11,wsj_0060.dp
some,DT,14,wsj_0060.dp
return,NN,12,wsj_0060.dp
for,IN,14,wsj_0060.dp
the,DT,17,wsj_0060.dp
dollar,NN,15,wsj_0060.dp
.,.,10,wsj_0060.dp
There,EX,2,wsj_0060.dp
was,VBD,0,wsj_0060.dp
n't,RB,2,wsj_0060.dp
.,.,2,wsj_0060.dp
'','',2,wsj_0060.dp
Neil,NNP,2,wsj_0060.dp
Kuvin,NNP,6,wsj_0060.dp
",",",",6,wsj_0060.dp
the,DT,6,wsj_0060.dp
general,JJ,6,wsj_0060.dp
manager,NN,16,wsj_0060.dp
of,IN,6,wsj_0060.dp
WHAS,NNP,12,wsj_0060.dp
",",",",12,wsj_0060.dp
the,DT,12,wsj_0060.dp
CBS,NNP,12,wsj_0060.dp
affiliate,NN,7,wsj_0060.dp
in,IN,12,wsj_0060.dp
Louisville,NNP,13,wsj_0060.dp
",",",",12,wsj_0060.dp
says,VBZ,0,wsj_0060.dp
``,``,20,wsj_0060.dp
Cosby,NNP,20,wsj_0060.dp
'','',20,wsj_0060.dp
gets,VBZ,28,wsj_0060.dp
the,DT,23,wsj_0060.dp
station,NN,23,wsj_0060.dp
's,POS,25,wsj_0060.dp
highest,JJS,25,wsj_0060.dp
ratings,NNS,20,wsj_0060.dp
and,CC,28,wsj_0060.dp
he,PRP,28,wsj_0060.dp
's,VBZ,16,wsj_0060.dp
``,``,28,wsj_0060.dp
pleased,VBN,28,wsj_0060.dp
.,.,16,wsj_0060.dp
'','',16,wsj_0060.dp
But,CC,3,wsj_0060.dp
he,PRP,3,wsj_0060.dp
adds,VBZ,0,wsj_0060.dp
",",",",3,wsj_0060.dp
``,``,3,wsj_0060.dp
I,PRP,7,wsj_0060.dp
feel,VBP,3,wsj_0060.dp
pressured,JJ,7,wsj_0060.dp
",",",",8,wsj_0060.dp
disappointed,JJ,8,wsj_0060.dp
",",",",8,wsj_0060.dp
uncomfortable,JJ,8,wsj_0060.dp
and,CC,8,wsj_0060.dp
",",",",8,wsj_0060.dp
frankly,RB,8,wsj_0060.dp
",",",",8,wsj_0060.dp
quite,RB,18,wsj_0060.dp
angry,JJ,8,wsj_0060.dp
with,IN,18,wsj_0060.dp
Viacom,NNP,19,wsj_0060.dp
.,.,3,wsj_0060.dp
The,DT,4,wsj_0061.dp
Life,NNP,4,wsj_0061.dp
Insurance,NNP,4,wsj_0061.dp
Co.,NNP,7,wsj_0061.dp
of,IN,4,wsj_0061.dp
Georgia,NNP,5,wsj_0061.dp
has,VBZ,0,wsj_0061.dp
officially,RB,7,wsj_0061.dp
opened,VBN,7,wsj_0061.dp
an,DT,11,wsj_0061.dp
office,NN,9,wsj_0061.dp
in,IN,9,wsj_0061.dp
Taipei,NNP,12,wsj_0061.dp
.,.,7,wsj_0061.dp
David,NNP,2,wsj_0061.dp
Wu,NNP,7,wsj_0061.dp
",",",",7,wsj_0061.dp
the,DT,6,wsj_0061.dp
company,NN,6,wsj_0061.dp
's,POS,7,wsj_0061.dp
representative,NN,11,wsj_0061.dp
in,IN,7,wsj_0061.dp
Taiwan,NNP,8,wsj_0061.dp
",",",",7,wsj_0061.dp
said,VBD,0,wsj_0061.dp
Atlanta-based,JJ,13,wsj_0061.dp
Life,NNP,16,wsj_0061.dp
of,IN,13,wsj_0061.dp
Georgia,NNP,14,wsj_0061.dp
will,MD,11,wsj_0061.dp
sell,VB,16,wsj_0061.dp
conventional,JJ,20,wsj_0061.dp
life-insurance,NN,20,wsj_0061.dp
products,NNS,17,wsj_0061.dp
.,.,11,wsj_0061.dp
Life,NNP,4,wsj_0061.dp
of,IN,1,wsj_0061.dp
Georgia,NNP,2,wsj_0061.dp
is,VBZ,0,wsj_0061.dp
part,NN,4,wsj_0061.dp
of,IN,5,wsj_0061.dp
the,DT,10,wsj_0061.dp
Nationale,NNP,10,wsj_0061.dp
Nederlanden,NNP,10,wsj_0061.dp
Group,NNP,6,wsj_0061.dp
",",",",10,wsj_0061.dp
based,VBN,10,wsj_0061.dp
in,IN,12,wsj_0061.dp
the,DT,15,wsj_0061.dp
Netherlands,NNP,13,wsj_0061.dp
.,.,4,wsj_0061.dp
In,IN,16,wsj_0062.dp
this,DT,3,wsj_0062.dp
era,NN,1,wsj_0062.dp
of,IN,3,wsj_0062.dp
frantic,JJ,6,wsj_0062.dp
competition,NN,4,wsj_0062.dp
for,IN,6,wsj_0062.dp
ad,NN,9,wsj_0062.dp
dollars,NNS,7,wsj_0062.dp
",",",",16,wsj_0062.dp
a,DT,12,wsj_0062.dp
lot,NN,16,wsj_0062.dp
of,IN,12,wsj_0062.dp
revenue-desperate,JJ,15,wsj_0062.dp
magazines,NNS,13,wsj_0062.dp
are,VBP,0,wsj_0062.dp
getting,VBG,16,wsj_0062.dp
pretty,RB,19,wsj_0062.dp
cozy,JJ,17,wsj_0062.dp
with,IN,19,wsj_0062.dp
advertisers,NNS,20,wsj_0062.dp
--,:,17,wsj_0062.dp
fawning,VBG,17,wsj_0062.dp
over,IN,23,wsj_0062.dp
them,PRP,24,wsj_0062.dp
in,IN,23,wsj_0062.dp
articles,NNS,26,wsj_0062.dp
and,CC,23,wsj_0062.dp
offering,VBG,23,wsj_0062.dp
pages,NNS,29,wsj_0062.dp
of,IN,30,wsj_0062.dp
advertorial,JJ,33,wsj_0062.dp
space,NN,31,wsj_0062.dp
.,.,16,wsj_0062.dp
So,RB,2,wsj_0062.dp
can,MD,0,wsj_0062.dp
a,DT,4,wsj_0062.dp
magazine,NN,2,wsj_0062.dp
survive,VB,2,wsj_0062.dp
by,IN,5,wsj_0062.dp
downright,RB,8,wsj_0062.dp
thumbing,VBG,6,wsj_0062.dp
its,PRP$,10,wsj_0062.dp
nose,NN,8,wsj_0062.dp
at,IN,8,wsj_0062.dp
major,JJ,13,wsj_0062.dp
advertisers,NNS,11,wsj_0062.dp
?,.,2,wsj_0062.dp
Garbage,NNP,2,wsj_0062.dp
magazine,NN,15,wsj_0062.dp
",",",",2,wsj_0062.dp
billed,VBD,2,wsj_0062.dp
as,IN,4,wsj_0062.dp
``,``,5,wsj_0062.dp
The,NNP,9,wsj_0062.dp
Practical,NNP,9,wsj_0062.dp
Journal,NNP,5,wsj_0062.dp
for,IN,9,wsj_0062.dp
the,DT,12,wsj_0062.dp
Environment,NNP,10,wsj_0062.dp
",",",",2,wsj_0062.dp
'','',2,wsj_0062.dp
is,VBZ,0,wsj_0062.dp
about,IN,15,wsj_0062.dp
to,TO,18,wsj_0062.dp
find,VB,16,wsj_0062.dp
out,RP,18,wsj_0062.dp
.,.,15,wsj_0062.dp
Founded,VBN,13,wsj_0062.dp
by,IN,1,wsj_0062.dp
Brooklyn,NNP,5,wsj_0062.dp
",",",",5,wsj_0062.dp
N.Y.,NNP,10,wsj_0062.dp
",",",",5,wsj_0062.dp
publishing,VBG,10,wsj_0062.dp
entrepreneur,NN,10,wsj_0062.dp
Patricia,NNP,10,wsj_0062.dp
Poore,NNP,2,wsj_0062.dp
",",",",13,wsj_0062.dp
Garbage,NNP,13,wsj_0062.dp
made,VBD,0,wsj_0062.dp
its,PRP$,15,wsj_0062.dp
debut,NN,13,wsj_0062.dp
this,DT,17,wsj_0062.dp
fall,NN,13,wsj_0062.dp
with,IN,13,wsj_0062.dp
the,DT,20,wsj_0062.dp
promise,NN,18,wsj_0062.dp
to,TO,22,wsj_0062.dp
give,VB,20,wsj_0062.dp
consumers,NNS,22,wsj_0062.dp
the,DT,26,wsj_0062.dp
straight,JJ,26,wsj_0062.dp
scoop,NN,22,wsj_0062.dp
on,IN,26,wsj_0062.dp
the,DT,31,wsj_0062.dp
U.S.,NNP,31,wsj_0062.dp
waste,NN,31,wsj_0062.dp
crisis,NN,27,wsj_0062.dp
.,.,13,wsj_0062.dp
The,DT,2,wsj_0062.dp
magazine,NN,3,wsj_0062.dp
combines,VBZ,0,wsj_0062.dp
how-to,JJ,5,wsj_0062.dp
pieces,NNS,28,wsj_0062.dp
on,IN,5,wsj_0062.dp
topics,NNS,6,wsj_0062.dp
like,IN,7,wsj_0062.dp
backyard,NN,10,wsj_0062.dp
composting,NN,8,wsj_0062.dp
",",",",28,wsj_0062.dp
explanatory,JJ,13,wsj_0062.dp
essays,NNS,28,wsj_0062.dp
on,IN,13,wsj_0062.dp
such,JJ,16,wsj_0062.dp
things,NNS,14,wsj_0062.dp
as,IN,16,wsj_0062.dp
what,WP,17,wsj_0062.dp
happens,VBZ,18,wsj_0062.dp
after,IN,19,wsj_0062.dp
you,PRP,22,wsj_0062.dp
flush,VBP,20,wsj_0062.dp
your,PRP$,24,wsj_0062.dp
toilet,NN,22,wsj_0062.dp
",",",",28,wsj_0062.dp
and,CC,28,wsj_0062.dp
hard-hitting,JJ,28,wsj_0062.dp
pieces,NNS,3,wsj_0062.dp
on,IN,28,wsj_0062.dp
alleged,JJ,32,wsj_0062.dp
environmental,JJ,32,wsj_0062.dp
offenders,NNS,29,wsj_0062.dp
.,.,3,wsj_0062.dp
Garbage,NNP,2,wsj_0062.dp
editors,NNS,3,wsj_0062.dp
have,VBP,0,wsj_0062.dp
dumped,VBN,3,wsj_0062.dp
considerable,JJ,6,wsj_0062.dp
energy,NN,4,wsj_0062.dp
into,IN,4,wsj_0062.dp
a,DT,10,wsj_0062.dp
whirling,JJ,10,wsj_0062.dp
rampage,NN,7,wsj_0062.dp
through,IN,10,wsj_0062.dp
supermarket,NN,13,wsj_0062.dp
aisles,NNS,11,wsj_0062.dp
in,IN,4,wsj_0062.dp
a,DT,16,wsj_0062.dp
bid,NN,14,wsj_0062.dp
to,TO,18,wsj_0062.dp
identify,VB,16,wsj_0062.dp
corporate,JJ,21,wsj_0062.dp
America,NNP,21,wsj_0062.dp
's,POS,26,wsj_0062.dp
good,JJ,23,wsj_0062.dp
guys,NNS,26,wsj_0062.dp
and,CC,26,wsj_0062.dp
bad,JJ,26,wsj_0062.dp
boys,NNS,18,wsj_0062.dp
.,.,3,wsj_0062.dp
In,IN,13,wsj_0062.dp
one,CD,3,wsj_0062.dp
feature,NN,1,wsj_0062.dp
",",",",3,wsj_0062.dp
called,VBN,3,wsj_0062.dp
``,``,7,wsj_0062.dp
In,NNP,5,wsj_0062.dp
the,DT,9,wsj_0062.dp
Dumpster,NNP,7,wsj_0062.dp
",",",",3,wsj_0062.dp
'','',3,wsj_0062.dp
editors,NNS,13,wsj_0062.dp
point,VBP,0,wsj_0062.dp
out,RP,13,wsj_0062.dp
a,DT,16,wsj_0062.dp
product,NN,13,wsj_0062.dp
they,PRP,18,wsj_0062.dp
deem,VBP,16,wsj_0062.dp
to,TO,20,wsj_0062.dp
be,VB,18,wsj_0062.dp
a,DT,24,wsj_0062.dp
particularly,RB,23,wsj_0062.dp
bad,JJ,24,wsj_0062.dp
offender,NN,20,wsj_0062.dp
.,.,13,wsj_0062.dp
From,IN,8,wsj_0062.dp
an,DT,4,wsj_0062.dp
advertising,NN,4,wsj_0062.dp
standpoint,NN,1,wsj_0062.dp
",",",",8,wsj_0062.dp
the,DT,7,wsj_0062.dp
problem,NN,8,wsj_0062.dp
is,VBZ,0,wsj_0062.dp
these,DT,10,wsj_0062.dp
offenders,NNS,11,wsj_0062.dp
are,VBP,8,wsj_0062.dp
likely,JJ,11,wsj_0062.dp
to,TO,14,wsj_0062.dp
be,VB,12,wsj_0062.dp
